"translation","chapter","meta_data"
"rvr60-es","1John.1","rvr60-es.1John.1"
"rvr60-es","1John.2","rvr60-es.1John.2"
"rvr60-es","1John.3","rvr60-es.1John.3"
"rvr60-es","1John.4","rvr60-es.1John.4"
"rvr60-es","1John.5","rvr60-es.1John.5"
