"translation","chapter","meta_data"
"kjv","Eph.1","kjv.Eph.1"
"kjv","Eph.2","kjv.Eph.2"
"kjv","Eph.3","kjv.Eph.3"
"kjv","Eph.4","kjv.Eph.4"
"kjv","Eph.5","kjv.Eph.5"
"kjv","Eph.6","kjv.Eph.6"
