Time codes,meta_data
"0,17.17230224609375,29.49885368347168,39.51323890686035,58.32434272766113,68.54554748535156,84.8425064086914,99.28573226928711,108.25944137573242,118.00407791137695,125.91316604614258,141.01644897460938,147.4791488647461,161.33614349365234,170.34457397460938,182.0084228515625,190.3955535888672,200.2654266357422,215.74214935302734,221.19547271728516,227.9917449951172,237.79928588867188,243.4257583618164,256.22344970703125,267.3284606933594,276.1359405517578,290.13551330566406,296.79022216796875,306.80413818359375,315.24139404296875,321.607666015625",
"0,7.726303815841675,22.248435974121094,40.63540840148926,57.28639602661133,62.52816581726074,76.75477600097656,89.40803146362305,97.19343566894531,105.11901473999023,112.32575988769531,123.03584289550781,132.78166961669922,139.1204071044922,144.69569396972656,149.2971649169922,154.23632049560547,165.14444732666016,170.23242950439453,182.83314514160156,194.65825653076172,208.12644958496094",
"0,15.814069747924805,23.362834930419922,32.25929832458496,37.886587142944336,50.513742446899414,60.58176231384277,70.76016235351562,80.98432159423828,93.83173751831055,101.08536148071289,108.72650909423828,122.0556869506836,128.4737777709961,140.11575317382812,148.3395538330078,162.5417938232422,171.84927368164062,183.2778778076172,187.63189697265625,194.53941345214844,197.2858123779297,205.1222152709961,208.96554565429688,226.84996795654297,231.99385833740234",
"0,16.870368003845215,27.673306465148926,40.882240295410156,52.29345893859863,68.40566635131836",
"0,12.774070739746094,30.328625679016113,38.40863227844238,47.9732780456543,62.933515548706055,76.4172134399414,93.61275863647461,104.51375961303711,114.27282333374023,122.13363265991211,132.13323211669922,145.34373474121094,155.87993621826172,170.80219268798828,179.3078155517578,187.86141967773438,197.55003356933594,205.9520034790039,218.07393646240234,231.18219757080078,237.68173217773438,243.4731903076172,249.9031524658203,268.5429382324219,290.4531555175781,303.26271057128906,315.34344482421875,326.74481201171875,342.0809326171875",
"0,14.194733142852783,26.317110061645508,39.44204330444336,47.198448181152344,64.82073593139648,75.13651275634766,90.5170669555664,104.86040115356445,117.25029373168945,131.51441192626953,150.91228485107422,159.41173553466797",
"0,19.797937393188477,32.24524688720703,45.08317565917969,59.366397857666016,65.44129180908203,75.54680252075195,81.53578567504883,93.89579010009766,105.41514205932617,110.33179473876953,117.32138061523438,123.30057907104492,133.50801849365234,145.4128646850586,152.61107635498047,162.83091735839844,175.77537536621094,188.23500061035156,199.915283203125,213.9994659423828,220.95532989501953,230.34585571289062,242.8694305419922,250.3183822631836",
"0,12.585215419501134,20.758639455782312,33.22774376417233,47.50800453514739,51.292857142857144,60.04678004535147,77.50818594104308,91.81167800453514,110.71272108843537,122.83353741496597,131.54102040816326,144.45130385487528,154.57518140589568,169.43595238095236,176.3090589569161,181.81217687074832,189.24256235827664,200.7828798185941,216.66532879818593,227.88056689342403,242.50913832199547",
"0,20.79419994354248,31.785057067871094,43.81640815734863,53.04850959777832,64.44317626953125,87.32188415527344,106.56327056884766,109.81526184082031,120.58149337768555,131.42042541503906,137.93589782714844,153.1283721923828,160.38199615478516,167.1865997314453,174.3179702758789,181.52271270751953,201.97815704345703,214.87472534179688,226.38294219970703,239.04547882080078",
"0,9.148662131519274,21.223015873015875,35.50331065759637,50.94458049886621,59.55918367346939,76.85803854875283,87.44632653061224,91.78844671201813,99.96185941043083,107.90308390022676,115.47278911564625,132.3304648526077,151.8119954648526,170.41117913832198,189.6140702947846,201.92064625850338,213.01977324263038,224.39753968253967,232.5941723356009,249.6840589569161,256.3481859410431,269.65320861678003,277.3622222222223,294.0807029478458,302.9739455782313,316.48794784580497,331.2093990929705,339.77756235827667,348.83334467120176,357.02997732426303,363.2297052154195,372.9124376417234,388.07505668934243",
"0,10.560558795928955,25.195629119873047,36.85654640197754,52.50429725646973,60.30064010620117,77.75704574584961,87.99132537841797,99.42071533203125,110.65461349487305,123.15800857543945,145.67236328125,157.3387222290039,171.47496795654297,186.31129455566406,203.0336685180664",
"0,14.82189130783081,28.032971382141113,33.63014030456543,44.90909767150879,52.27110290527344",
"0,6.780226757369614,16.462947845804987,25.054319727891155,37.22157596371882,45.46465986394558,52.19843537414965,57.44614512471655,70.86727891156463,82.70945578231292,94.18011337868481,107.16006802721088,113.22047619047619,123.57657596371882,135.99925170068028,143.52251700680273,152.18356009070294,160.61240362811787,170.6434126984127,180.0707142857143,192.35407029478458,204.49810657596373",
"0,14.873771667480469,30.81171989440918,42.19455909729004,51.65330123901367,56.70149230957031,66.01297760009766,71.86740493774414,80.11370849609375,93.57527923583984,101.99584579467773,108.7477035522461,118.93134689331055,130.99334716796875,135.63583374023438,141.51815032958984,151.6941680908203,157.74308013916016,163.49613189697266,178.40039825439453,187.9989013671875,199.78113555908203,209.4326400756836,219.09664154052734,228.6942596435547,241.65943908691406,250.25038146972656,260.7049102783203,265.71434020996094,281.0946502685547,291.58326721191406,303.4527130126953",
"0,16.207528344671204,31.16117913832199,40.820680272108845,53.22013605442177,69.72952380952381,79.27292517006802,87.23736961451247,98.35972789115647",
"0,10.35609977324263,19.365442176870747,31.25404761904762,47.43835600907029,59.0018820861678,69.00968253968254,79.55154195011337,97.47733560090703,112.5006462585034,130.77475056689343,138.92495464852607,149.9079931972789,155.36467120181405",
