Time codes,meta_data
"0,19.365442176870747,26.168888888888887,38.7308843537415,47.74022675736961,54.56689342403628,61.11492063492064,82.43083900226758,94.29623582766439,99.75292517006802,107.78702947845805,115.98367346938775,121.85832199546485,128.7778684807256,134.58285714285716,148.83990929705215,160.1015759637188,175.49640589569162,179.4205782312925,192.0290022675737,199.06464852607706,210.41920634920632,223.42238095238093,228.7397505668934,233.8249206349206,244.18102040816325,249.61448979591836,260.3421088435374,273.5542630385487,278.0821428571428,285.4428684807256,296.8206462585034,300.907358276644,310.24178004535145,315.35015873015874,323.3610430839002,333.1134240362812,340.8456689342404,350.71414965986395,364.7390022675737,369.9634920634921,385.35832199546485,395.0642630385487,404.21292517006805,413.19904761904763,419.90961451247165",
"0,11.202785968780518,14.558618545532227,18.71235466003418,31.34501075744629,41.25765037536621,49.56733512878418,61.08355140686035,73.14042663574219,86.70638275146484,93.77674865722656,100.2933349609375,114.3942642211914,120.6295166015625,134.64586639404297,142.07913208007812,147.51166534423828,149.96154022216797,154.66040802001953,168.74713897705078,177.94042205810547,186.65288543701172,197.41344451904297,208.03824615478516,223.8494415283203,236.0072021484375,243.26409149169922,251.26925659179688,260.0308380126953,271.487060546875,284.5022277832031,294.6411437988281,299.8797912597656,305.465087890625,314.5157928466797,320.86505126953125,334.12648010253906",
"0,11.945616722106934,26.12972927093506,36.597768783569336,47.66196823120117,54.86909294128418,62.85575866699219,68.1814079284668,78.27842712402344,82.99100494384766,92.05202102661133,109.4759292602539,121.84994125366211,133.44342041015625,147.26178741455078,150.77771759033203,161.92041015625,171.9903106689453,185.54226684570312,194.5621109008789,208.96747589111328,221.4103775024414,226.00936889648438,229.1747817993164,241.1882781982422,248.50878143310547,259.80462646484375,273.7392272949219,286.4571228027344",
"0,16.532607709750565,26.772607709750567,37.01260770975057,41.98167800453515,52.407437641723355,65.89823129251701,74.46639455782312,83.75437641723356,100.21732426303855,117.07501133786849,126.59519274376417,137.6478911564626,147.818231292517,156.47927437641724,166.30131519274374,175.31065759637187,181.04596371882084,187.68684807256233,204.86961451247166,215.99197278911566,228.43786848072563,236.05401360544218,249.10362811791384,254.37455782312924,270.8375056689342,286.4877551020408,294.3825396825397,303.41510204081635,313.0281632653061,325.0096485260771,335.11032879818595,350.55159863945573,356.6119954648526,374.3520408163265,381.6198866213152,392.8583446712018,401.7051473922902,412.27022675736964,423.2300453514739,440.43603174603174,446.2178004535147,456.85253968253966,467.2550793650794,470.83095238095234,479.97961451247164,493.67938775510197,503.0602494331066,509.49217687074827",
"0,14.349931972789115,17.716825396825396,25.10077097505669,30.04662131519274,40.100861678004534,46.34702947845805,49.69070294784581,60.929160997732424,74.37351473922902,79.01750566893423,86.84263038548752,91.9742403628118,96.20027210884354,121.11528344671203,133.4915192743764,145.14792517006805,147.4467006802721,150.3724036281179,152.48541950113378,156.223820861678,169.87715419501131,187.05990929705214,199.9237528344671,214.27368480725622,225.46570294784578,232.68710884353743,243.69336734693877,256.6036621315193,266.3560430839002,270.628514739229,282.4706802721089,289.94750566893424",
"0,11.941617012023926,25.637450218200684,37.85220527648926,42.67795753479004,48.305747985839844,53.22275733947754,65.6976547241211,72.14073944091797,76.79085159301758,88.16257095336914,101.47688674926758,107.46419143676758,113.40299987792969,118.89840698242188,127.82525253295898,132.6655044555664,139.60311126708984,149.08623504638672,154.0588607788086,163.25846099853516,171.80640411376953,178.57513427734375,185.21409606933594,194.6388397216797",
"0,18.4917049407959,28.570724487304688,37.41880798339844,47.559587478637695,59.68346405029297,70.11138534545898,79.97214126586914,93.32233810424805,103.6724739074707,112.9300765991211,118.9826431274414,132.6656036376953,149.24708557128906,156.60084533691406,167.59354400634766,179.1475067138672,185.27085876464844,193.26361846923828,207.59949493408203,215.5177764892578,222.2770004272461,232.8124237060547,239.62602996826172,250.64634704589844,265.2354736328125",
"0,13.664943310657597,27.759455782312926,45.00027210884353,51.22321995464853,58.955464852607705,64.43537414965985,73.08480725623582,79.45867346938775,89.75671201814058,97.18709750566893,105.5230612244898,111.65312925170068,119.32732426303855,128.24378684807255,139.90020408163264,150.0589342403628,158.10463718820859,169.77266439909295,184.61021541950112",
"0,15.555049419403076,25.058791160583496,43.78001403808594,61.0451602935791,79.85688400268555,89.27462768554688,104.25615310668945,111.37002182006836,125.1767349243164,138.41693115234375,147.11115264892578,164.08788299560547,172.20618438720703,182.12356567382812,192.52798461914062,204.817626953125,211.19994354248047,225.88233947753906,235.7176055908203,242.4534454345703,258.70030212402344,264.45945739746094,277.71026611328125,281.4803466796875,289.6519012451172,302.2060546875,312.1503143310547,324.8378448486328",
"0,13.701952934265137,21.447359085083008,31.576879501342773,45.00345230102539,53.99529457092285,68.47354507446289,76.61247253417969,88.20444869995117,97.05102920532227,108.58562850952148,117.23445129394531,133.54879760742188,139.57061004638672,148.3990707397461,157.4264144897461,163.23534393310547,174.48191833496094,182.8589859008789,188.07525634765625,197.13459014892578,206.65021514892578",
"0,14.29723310470581,28.380165100097656,36.53476905822754,50.05134201049805,54.805213928222656,70.4465217590332,74.50373458862305,84.58775329589844,95.5754508972168,108.62362670898438,116.6895523071289,126.19729232788086,137.9591522216797,149.55712890625,155.56293487548828,164.61016082763672,177.4175796508789,188.0073699951172,200.25000762939453,206.53895568847656,216.96737670898438,227.42379760742188,235.6592254638672,248.62989807128906,260.7107696533203,266.8258361816406,272.5120086669922,284.90452575683594,298.44097900390625,310.4864807128906,319.0343017578125",
