Time codes,meta_data
"0,18.249444007873535,23.1920747756958,35.35433006286621,50.99814033508301,59.58596420288086,65.04299545288086,74.46885681152344,82.46940231323242,89.5732650756836,103.60599517822266,113.34049987792969,120.2814826965332,136.08605194091797,141.1994400024414,149.29499053955078,161.0957260131836,167.24079132080078,174.84981536865234,183.06324768066406,193.61653900146484,205.74091339111328,215.3075408935547,226.36024475097656,239.35841369628906,245.9806137084961,258.8631896972656,275.3507843017578",
"0,10.017641067504883,19.23424243927002,33.56611442565918,43.37049674987793,51.9453182220459,67.09185028076172,74.38685607910156,85.42155075073242,92.68117904663086",
"0,11.87573766708374,16.685487747192383,30.49108123779297,38.70210075378418,46.19636917114258,57.03407096862793,66.32655334472656,73.61108016967773,83.45130920410156,92.15263366699219,104.29938507080078,112.70947265625,122.81063079833984,132.7025375366211,144.041748046875,149.5451202392578,158.9275360107422,176.4189453125,188.76346588134766,210.60388946533203,224.1743392944336,233.1086883544922,245.44882202148438,255.68103790283203,265.07777404785156,277.11376953125",
"0,10.962598323822021,22.516695022583008,39.56058120727539,50.71415901184082,62.064571380615234,74.81198501586914,84.8802719116211,94.44339370727539,111.07338333129883,119.8281364440918,127.3110237121582,135.190185546875,143.57786560058594,159.3924331665039,168.9910125732422,182.03189086914062",
"0,15.837207317352295,33.62819290161133,38.92734336853027,50.44643974304199,61.614959716796875,77.85292434692383,94.98175048828125,105.07521438598633,114.44813537597656,127.78282928466797,144.7144546508789,160.98392486572266,174.11241912841797,182.4316635131836,199.41516876220703,212.03032684326172",
"0,5.557324647903442,12.539616107940674,29.709016799926758,37.76616859436035,46.75196075439453,65.03022766113281,71.4544563293457,79.11233520507812,98.49649810791016,106.62315368652344,121.39616394042969,133.9947280883789,151.61724090576172",
"0,6.362267573696145,15.905668934240362,27.93360544217687,43.932154195011336,50.34086167800453,56.86566893424036,66.96634920634921,79.92307256235827,94.59808390022675,102.44642857142856,113.59200680272109,125.29486394557823,138.39091836734693,146.72687074829932,158.5690476190476,169.78428571428572,176.26265306122448,186.82772108843537,204.61420634920637,217.50128117913832,226.53384353741495,235.61284580498864,240.7212358276644,252.4705328798186,257.6253628117914,270.86073696145127",
"0,16.323628117913835,29.373242630385484,48.5297052154195,54.61333333333333,69.1025850340136,86.12281179138321,92.25285714285715,100.4959410430839,106.34736961451247,118.23598639455781,132.7252380952381,146.0767120181406,153.41421768707482,161.21612244897958,171.804410430839,189.96241496598637,208.65446712018138",
"0,12.430516242980957,31.481879234313965,43.63763618469238,56.60980796813965,66.50558090209961,83.11119079589844,93.4027328491211,107.1020622253418,123.87430953979492,133.51793670654297",
"0,16.137868480725622,33.90113378684807,40.72780045351474,53.35945578231292,62.6009977324263,74.28063492063492,88.21260770975056,94.0175850340136,105.929410430839,113.75453514739229,124.11063492063492,131.88931972789115,137.32278911564623,151.2315306122449,157.57057823129253,168.46073696145123,177.21465986394557,183.18217687074826,198.69309523809522,206.10026077097504,213.36810657596368",
