Time codes,meta_data
"0,13.080674648284912,24.78003215789795,31.15485954284668,43.15523719787598,54.084672927856445,63.68217468261719,79.76200485229492,98.53984069824219,111.25337219238281,114.64442825317383,128.71878051757812,135.6003875732422,144.48585510253906,157.0945053100586,174.97242736816406,184.21353149414062,194.46968841552734",
"0,16.416507936507934,25.332970521541952,35.294331065759636,42.44606575963719,53.47554421768707,62.5777664399093,72.49268707482992,76.74192743764172,87.5856462585034,101.05321995464853,115.07807256235827,125.96821995464853,135.32586167800451,148.72377551020406,157.9188775510204,171.6418594104308,178.42208616780044,193.42216553287983,210.93001133786845,218.59259637188205,229.06478458049887,239.37444444444444,248.29090702947843",
"0,13.096054421768708,17.15954648526077,28.328344671201812,40.58848072562358,47.322267573696145,58.63038548752834,69.65986394557822,79.87663265306122,85.93704081632652,101.98201814058956,108.64614512471655,113.96351473922903,128.8010657596372,138.11226757369616,150.86002267573696,168.60006802721088",
"0,9.473741496598638,13.397913832199546,27.93360544217687,33.62249433106576,46.555997732426306,54.520430839002266,68.38274376417233,85.31007936507936,94.89992063492063,108.20495464852607,116.74989795918367,127.03633786848071,133.18962585034012,141.45591836734695,144.38163265306122,149.81510204081633,154.64485260770974,174.38179138321996,183.4375736961451,188.52273242630383,196.7425850340136,202.31537414965985,213.9253514739229",
"0,21.702117919921875,29.42240047454834,38.00089454650879,49.9544620513916,59.7518424987793,78.56056594848633,89.42477798461914,97.51842880249023,107.00466918945312,115.22409439086914,122.99800109863281,134.4300994873047,150.2491683959961,164.43189239501953",
"0,9.311201814058958,18.773333333333333,27.190566893424034,37.12870748299319,54.2766439909297,66.81541950113379,75.54612244897959,87.53921768707482,97.70954648526077,110.52696145124716,118.60750566893424,123.4256462585034,139.62156462585034,146.49467120181407,158.94056689342403,169.38954648526078,180.86020408163265,193.08551020408163,201.24732426303854,218.348820861678,226.24360544217686,237.56333333333333,250.31108843537413,260.8529478458049,273.74002267573695,288.3221541950113",
"0,16.31196880340576,28.9921236038208,41.742658615112305,48.1823673248291,61.58694076538086,72.04436111450195,85.5709342956543,89.70302200317383,99.07688522338867,105.10257339477539,118.400390625,130.42438507080078,146.6498565673828,164.9351806640625,177.54183197021484,184.33106231689453,193.49278259277344,202.9365234375,215.76632690429688,225.41770935058594,242.2014617919922,249.64734649658203,258.30517578125,276.282470703125,289.84080505371094",
"0,19.082983016967773,33.50523567199707,45.43585014343262,56.34320640563965,67.81892395019531,78.30946731567383,84.78717422485352,94.42467498779297,105.32161712646484,112.0059585571289,123.30030059814453,131.65148162841797,143.14720153808594,159.51504516601562,165.76837921142578,173.8709259033203,182.96014404296875,196.1645736694336,208.5160903930664,222.22631072998047,231.64366912841797,243.59978485107422,247.93801879882812,263.92181396484375,271.14955139160156,279.0472106933594,287.7760314941406,294.7678985595703,313.46275329589844,318.9306640625,335.26112365722656,341.6188507080078,366.14060974121094,374.09637451171875",
"0,18.80816326530612,23.893321995464852,30.11626984126984,40.031190476190474,48.018854875283445,59.48951247165533,66.20007936507936,75.25586167800454,86.16924036281179,97.19871882086167,109.15699546485261,118.60751700680271,127.57041950113378,132.91100907029477,139.9698752834467,147.77178004535148,158.4065192743764,168.5536394557823,176.70384353741497,185.41132653061226,196.39436507936506,205.0321882086168,213.53069160997734,229.8310997732426,235.5896485260771,244.50611111111112",
"0,21.733877551020406,30.743219954648524,45.60399092970522,53.986394557823125,70.65832199546486,86.93551020408162,92.85659863945577,102.44643990929706,108.20498866213151,121.32426303854875,139.57514739229023,155.3647052154195,172.22239229024945,181.60324263038547,186.75806122448978,191.6574716553288,198.27515873015875,205.98418367346937,219.8000566893424,233.19797052154195,241.9983333333333,249.77701814058958,261.9674943310657,280.7756575963719,292.59461451247165,302.4166553287982,317.2077664399093,333.5081746031746,340.8689002267574,356.54236961451244,366.0161111111111,378.02082766439906,387.3784693877551,396.1788321995465,406.51171201814054,413.7331179138322,431.51960317460316,436.674433106576,454.15905895691606,467.67307256235824,476.1715759637188,483.53230158730156",
"0,13.748833179473877,22.613296508789062,34.04513359069824,43.4379940032959,50.04484176635742,63.35915756225586,70.89942169189453,85.6598129272461,92.60179901123047,101.31600189208984,111.29552459716797,122.72686004638672,131.4120635986328,145.6655502319336,156.3238525390625,165.4954605102539,177.28069305419922,181.18614196777344,189.1973114013672,202.76326751708984,218.78536987304688,226.12310028076172",
"0,14.814331065759637,29.071383219954647,41.09931972789116,48.854784580498865,59.37342403628118,71.3317006802721,88.142947845805,100.75138321995465,106.27773242630386,110.06258503401361,113.49913832199546,117.12145124716554,121.06884353741496,124.06421768707483,127.57043083900226,131.81968253968256,135.0008163265306,138.43736961451248,141.71138321995466,145.61232426303854,149.2114172335601,154.08760770975056,160.1015759637188",
