Time codes,meta_data
"0,7.476825396825397,17.531065759637187,29.88407029478458,41.586916099773234,51.571496598639456,62.6474149659864,68.89358276643992,83.05775510204082,91.11507936507937,101.98201814058956,109.36596371882086,123.80877551020407,138.80886621315193,144.72995464852607,152.43897959183673,162.16814058956916",
"0,12.393136024475098,19.862022399902344,30.240941047668457,38.166725158691406,54.734039306640625,65.87211990356445,74.95884323120117,86.68407821655273,96.66009521484375,103.96834564208984,110.22917175292969,116.33974075317383,124.6794204711914,131.15863037109375,141.66043090820312,156.07330322265625,167.35875701904297,178.3799591064453,189.92855834960938",
"0,6.664126984126984,18.413424036281178,28.467664399092968,35.92126984126984,41.19218820861678,53.104024943310655,59.76815192743764,71.72642857142858,82.1754081632653,92.02066893424036,100.75137188208618,107.90311791383219,122.64778911564625,135.25622448979593,141.50239229024942,159.40496598639456,176.1929931972789,182.29984126984124",
