Time codes,meta_data
"0,15.001270771026611,26.371989250183105,35.09469223022461,46.40715026855469,61.13754081726074,74.74787521362305,92.93381881713867,102.59931945800781,112.71249008178711,120.16560745239258,133.10589599609375,141.10706329345703,154.08873748779297,162.04540252685547,170.60234832763672",
"0,11.254078388214111,20.46560764312744,32.20534324645996,50.18318557739258,55.68413162231445,64.01531410217285,76.35083389282227,85.82449722290039,93.28145599365234,103.83575820922852,115.78437423706055,131.2122802734375",
"0,10.321160316467285,17.372145652770996,30.812840461730957,43.30211639404297,57.03382873535156,73.27629852294922,83.46157455444336,95.26131439208984,105.30833435058594,110.3648452758789,126.0095329284668",
"0,15.001771926879883,34.02655029296875,52.69189262390137,66.3199577331543,74.22942733764648,85.5529670715332,97.31442642211914,109.41993713378906,120.67456436157227,140.15380096435547,148.88888549804688,158.68214416503906",
"0,14.396371882086168,30.371700680272106,42.74793650793651,55.58856009070295,69.75273242630385,83.89368480725622,95.64297052154194,114.05639455782313,122.16015873015873,132.7484580498866,138.6927551020408,145.79806122448977,156.57209750566892,162.887925170068",
"0,10.913378684807256,23.405714285714282,31.254058956916097,41.65659863945578,54.07927437641723,63.947755102040816,77.43854875283446,92.64761904761905,102.3071201814059,109.11056689342404,114.6833560090703,124.27319727891157,131.28562358276645,145.91419501133788,159.31210884353743",
"0,16.927346938775507,27.980045351473922,45.139591836734695,60.395102040816326,70.56544217687075,83.82403628117913,91.6259410430839,102.88761904761904,117.81804988662131,133.86303854875285,140.71292517006802,153.64643990929704,161.86628117913833,175.98401360544216,182.09086167800453,190.98409297052154,202.38509070294782,216.82790249433106,229.06481859410428",
